date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:53:20	12388/12388	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264a6b001-3064%22	https://www.supercook.com/js/4b4818b8.cd768103.js	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/js/4b4818b8.cd768103.js	(from https://www.supercook.com/)
01:53:20	23186/23186	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264a6b001-5a92%22	https://www.supercook.com/js/5357e2a0.38a1c9e7.js	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/js/5357e2a0.38a1c9e7.js	(from https://www.supercook.com/)
01:53:20	28763/28763	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264a6b001-705b%22	https://www.supercook.com/js/5940a7fa.1a732196.js	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/js/5940a7fa.1a732196.js	(from https://www.supercook.com/)
01:53:21	6394/6394	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264a6b001-18fa%22	https://www.supercook.com/js/5b720d5d.de50b9de.js	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/js/5b720d5d.de50b9de.js	(from https://www.supercook.com/)
01:53:21	4395/4395	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264a6b001-112b%22	https://www.supercook.com/js/5ce7c3ed.7d1e988b.js	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/js/5ce7c3ed.7d1e988b.js	(from https://www.supercook.com/)
01:53:21	24857/24857	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264a6b001-6119%22	https://www.supercook.com/js/7ea2cedc.7eea0212.js	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/js/7ea2cedc.7eea0212.js	(from https://www.supercook.com/)
01:53:21	1776/1776	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264a6b001-6f0%22	https://www.supercook.com/js/8286ef34.c4174c7b.js	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/js/8286ef34.c4174c7b.js	(from https://www.supercook.com/)
01:53:21	12635/12635	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264a6b001-315b%22	https://www.supercook.com/js/a07ad8ba.4d1948d5.js	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/js/a07ad8ba.4d1948d5.js	(from https://www.supercook.com/)
01:53:24	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Dec%202024%2022:53:22%20GMT	http://primary/robots.txt		(from )
01:53:25	15774/15774	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264a6b001-3d9e%22	https://www.supercook.com/js/aa1d33de.6ea6e068.js	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/js/aa1d33de.6ea6e068.js	(from https://www.supercook.com/)
01:53:25	123205/123205	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264a6b001-1e145%22	https://www.supercook.com/statics/images/vegetable_pattern.svg	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/vegetable_pattern.svg	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:25	295/295	---M--	200	added ('OK')	image/svg+xml	etag:%2264a6b001-127%22	https://www.supercook.com/statics/images/star-unselect.svg	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/star-unselect.svg	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:25	281/281	---M--	200	added ('OK')	image/svg+xml	etag:%2264a6b001-119%22	https://www.supercook.com/statics/images/star-select.svg	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/star-select.svg	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:26	488/488	---M--	200	added ('OK')	image/svg+xml	etag:%2264a6b001-1e8%22	https://www.supercook.com/statics/images/arrow-forward.svg	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/arrow-forward.svg	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:26	474/474	---M--	200	added ('OK')	image/svg+xml	etag:%2264a6b001-1da%22	https://www.supercook.com/statics/images/arrow-down.svg	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/arrow-down.svg	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:26	488/488	---M--	200	added ('OK')	image/svg+xml	etag:%2264a6b001-1e8%22	https://www.supercook.com/statics/images/arrow-forward-red.svg	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/arrow-forward-red.svg	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:26	474/474	---M--	200	added ('OK')	image/svg+xml	etag:%2264a6b001-1da%22	https://www.supercook.com/statics/images/arrow-down-red.svg	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/arrow-down-red.svg	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:26	2300/2300	---M--	200	added ('OK')	image/png	etag:%2264a6b001-8fc%22	https://www.supercook.com/statics/images/tab-menu-home.png	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/tab-menu-home.png	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:27	1389/1389	---M--	200	added ('OK')	image/png	etag:%2264a6b001-56d%22	https://www.supercook.com/statics/images/tab-menu-recipes.png	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/tab-menu-recipes.png	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:27	1859/1859	---M--	200	added ('OK')	image/png	etag:%2264a6b001-743%22	https://www.supercook.com/statics/images/tab-menu-favorite.png	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/tab-menu-favorite.png	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:27	1531/1531	---M--	200	added ('OK')	image/png	etag:%2264a6b001-5fb%22	https://www.supercook.com/statics/images/tab-menu-cart.png	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/tab-menu-cart.png	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:27	470/470	---M--	200	added ('OK')	image/png	etag:%2264a6b001-1d6%22	https://www.supercook.com/statics/images/product-favourite.png	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/product-favourite.png	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:28	38180/38180	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264a6b001-9524%22	https://www.supercook.com/statics/images/clock.svg	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/clock.svg	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:28	1381/1381	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264a6b001-565%22	https://www.supercook.com/statics/images/product-add-button.svg	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/product-add-button.svg	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:28	281/281	---M--	200	added ('OK')	image/svg+xml	etag:%2264a6b001-119%22	https://www.supercook.com/statics/images/arrow-up-red.svg	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/arrow-up-red.svg	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:28	282/282	---M--	200	added ('OK')	image/svg+xml	etag:%2264a6b001-11a%22	https://www.supercook.com/statics/images/arrow-down-orange.svg	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/arrow-down-orange.svg	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:28	488/488	---M--	200	added ('OK')	image/svg+xml	etag:%2264a6b001-1e8%22	https://www.supercook.com/statics/images/arrow-forward-black.svg	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/arrow-forward-black.svg	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:29	502/502	---M--	200	added ('OK')	image/svg+xml	etag:%2264a6b001-1f6%22	https://www.supercook.com/statics/images/arrow-forward-gray.svg	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/arrow-forward-gray.svg	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:29	215245/215245	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264a6b001-348cd%22	https://www.supercook.com/statics/images/onboarding-bg.svg	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/onboarding-bg.svg	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:29	1183/1183	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264a6b001-49f%22	https://www.supercook.com/statics/images/radio-button-icon.svg	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/radio-button-icon.svg	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:29	1065/1065	---M--	200	added ('OK')	image/svg+xml	etag:%2264a6b001-429%22	https://www.supercook.com/statics/images/remove-list-icon.svg	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/remove-list-icon.svg	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:30	926/926	---M--	200	added ('OK')	image/svg+xml	etag:%2264a6b001-39e%22	https://www.supercook.com/statics/images/remove-x-white.svg	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/remove-x-white.svg	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:30	900/900	---M--	200	added ('OK')	image/svg+xml	etag:%2264a6b001-384%22	https://www.supercook.com/statics/images/add-more-list-icon.svg	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/statics/images/add-more-list-icon.svg	(from https://www.supercook.com/statics/css/supercook-app.webflow.css)
01:53:30	19936/19936	---M--	200	added ('OK')	application/font-woff	etag:%2264a6b001-4de0%22	https://www.supercook.com/fonts/KFOkCnqEu92Fr1MmgVxIIzQ.e9dbbe8a.woff	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/fonts/KFOkCnqEu92Fr1MmgVxIIzQ.e9dbbe8a.woff	(from https://www.supercook.com/css/app.3e359a2c.css)
01:53:30	19916/19916	---M--	200	added ('OK')	application/font-woff	etag:%2264a6b001-4dcc%22	https://www.supercook.com/fonts/KFOlCnqEu92Fr1MmSU5fBBc-.a1471d1d.woff	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/fonts/KFOlCnqEu92Fr1MmSU5fBBc-.a1471d1d.woff	(from https://www.supercook.com/css/app.3e359a2c.css)
01:53:31	19824/19824	---M--	200	added ('OK')	application/font-woff	etag:%2264a6b001-4d70%22	https://www.supercook.com/fonts/KFOmCnqEu92Fr1Mu4mxM.bafb105b.woff	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/fonts/KFOmCnqEu92Fr1Mu4mxM.bafb105b.woff	(from https://www.supercook.com/css/app.3e359a2c.css)
01:53:31	20012/20012	---M--	200	added ('OK')	application/font-woff	etag:%2264a6b001-4e2c%22	https://www.supercook.com/fonts/KFOlCnqEu92Fr1MmEU9fBBc-.de8b7431.woff	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/fonts/KFOlCnqEu92Fr1MmEU9fBBc-.de8b7431.woff	(from https://www.supercook.com/css/app.3e359a2c.css)
01:53:31	19888/19888	---M--	200	added ('OK')	application/font-woff	etag:%2264a6b001-4db0%22	https://www.supercook.com/fonts/KFOlCnqEu92Fr1MmWUlfBBc-.cf6613d1.woff	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/fonts/KFOlCnqEu92Fr1MmWUlfBBc-.cf6613d1.woff	(from https://www.supercook.com/css/app.3e359a2c.css)
01:53:31	19936/19936	---M--	200	added ('OK')	application/font-woff	etag:%2264a6b001-4de0%22	https://www.supercook.com/fonts/KFOlCnqEu92Fr1MmYUtfBBc-.8c2ade50.woff	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/fonts/KFOlCnqEu92Fr1MmYUtfBBc-.8c2ade50.woff	(from https://www.supercook.com/css/app.3e359a2c.css)
01:53:32	55088/55088	---M--	200	added ('OK')	application/octet-stream	etag:%2264a6b001-d730%22	https://www.supercook.com/fonts/flUhRq6tzZclQEJ-Vdg-IuiaDsNcIhQ8tQ.8a9a261c.woff2	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/fonts/flUhRq6tzZclQEJ-Vdg-IuiaDsNcIhQ8tQ.8a9a261c.woff2	(from https://www.supercook.com/css/app.3e359a2c.css)
01:53:32	72260/72260	---M--	200	added ('OK')	application/font-woff	etag:%2264a6b001-11a44%22	https://www.supercook.com/fonts/flUhRq6tzZclQEJ-Vdg-IuiaDsNa.c38ebd3c.woff	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/fonts/flUhRq6tzZclQEJ-Vdg-IuiaDsNa.c38ebd3c.woff	(from https://www.supercook.com/css/app.3e359a2c.css)
01:53:32	108828/108828	---M--	200	added ('OK')	application/octet-stream	etag:%2264a6b001-1a91c%22	https://www.supercook.com/fonts/Nunito-Regular.dba92cb9.ttf	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/fonts/Nunito-Regular.dba92cb9.ttf	(from https://www.supercook.com/css/app.3e359a2c.css)
01:53:32	123205/123205	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264a6b001-1e145%22	https://www.supercook.com/img/vegetable_pattern.de9d5fc4.svg	C:/MalzemenYeter2/MalzemenYeter2/www.supercook.com/img/vegetable_pattern.de9d5fc4.svg	(from https://www.supercook.com/css/7ea2cedc.50f7146c.css)
